Machine,Workflow,TaskName,Estimator,Feature,SizeInput,Predicted,Real,Deviation
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineP,Realtime,1.9100037384E10,2445.873554863446,5021.0,0.5128712298618909
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineP,Realtime,1.907531498E10,2446.2895553006765,4908.0,0.5015709952525109
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineP,Realtime,1.9132169434E10,2449.936273672222,4993.0,0.5093258013874982
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineP,Realtime,1.4754556884E10,2283.9342272508543,4562.0,0.4993568112120004
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineM,Realtime,8.330435694E9,1384.4473787846603,2747.0,0.49601478748283206
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineM,Realtime,2.5705994498E10,3791.832989798781,7980.0,0.524832958671832
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineM,Realtime,1.9100037384E10,2445.873554863446,5021.0,0.5128712298618909
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineM,Realtime,1.907531498E10,2446.2895553006765,4908.0,0.5015709952525109
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineM,Realtime,1.9132169434E10,2449.936273672222,4993.0,0.5093258013874982
asok02,EAGER-0,samtools_flagstat_after_filter,OnlineM,Realtime,1.4754556884E10,2283.9342272508543,4562.0,0.4993568112120004
